dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,Adult,Exploit,LargePred,Prey,Beaver,PackSize,Human,PCV,Long,Lat
rw11357F_rw11421M_den_2009,rw11357F_rw11421M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.272727273,1,1,1,0,1,11,0.265808553,2.205269475,-75.88117991,35.85272418
rw11421M_rw11544M_den_2009,rw11421M_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.393939394,1,1,1,0,1,11,0.258710153,2.208688673,-75.89202479,35.8547343
rw11421M_rw11660F_den_2009,rw11421M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.222222222,1,1,1,0,1,11,0.24671983,2.210425643,-75.87561779,35.85180085
rw11421M_rw11661M_rend_2009,rw11421M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.162453184,1,1,1,0,1,11,0.256618213,2.296416674,-75.85519281,35.8464553
rw11421M_rw11544M_rend_2009,rw11421M_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.252767359,1,1,1,0,1,11,0.271347522,2.311058417,-75.86986527,35.85070569
rw11544M_rw11660F_rend_2009,rw11544M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.096926489,1,1,1,0,1,11,0.269068702,2.327307832,-75.86413033,35.84711192
rw11660F_rw11661M_rend_2009,rw11660F_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.118098987,1,1,1,0,1,11,0.27965878,2.327307832,-75.84340838,35.84152774
rw11544M_rw11661M_rend_2009,rw11544M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.153695329,1,1,1,0,1,11,0.257857289,2.327307832,-75.85743475,35.846081
w65_w77_winter_2003_2004,w65_w77,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.421792619,0,1,1,1,1,11,0.046150274,2.107876513,-115.6563646,51.77021483
N211_N212_winter_2003_2004,N211_N212,Brazeau,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.367184131,1,0,1,1,1,11,0.027245579,1.838791361,-116.8655928,52.63830483
M0904_M0906_winter_2009_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.736111111,1,0,1,1,1,10,0.059220326,1.680254926,12.98576363,61.47466524
M1409_M1410_winter_2014_2015,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.742857143,1,0,0,1,1,10,0.094969143,1.464389112,11.36374181,61.39849066
M1409_M1410_winter_2013_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.885185185,1,0,0,1,1,10,0.113851451,1.525947941,11.31525734,61.36073785
M1407_M1408_winter_2013_2014,M1407_M1408,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.338095704,0,0,0,1,1,10,0.098643131,1.477032253,11.30787466,61.36731035
M1406_M1407_winter_2013_2014,M1406_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.259994448,0,0,0,1,1,10,0.108260074,1.487387767,11.33722706,61.34484905
M1410_M1407_winter_2014_2015,M1410_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.472440945,0,0,0,1,1,10,0.103546734,1.488876656,11.3085014,61.37294074
M1409_M1408_winter_2013_2014,M1409_M1408,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.435294118,0,0,0,1,1,10,0.095656091,1.501035095,11.27161058,61.3949306
M1410_M1408_winter_2013_2014,M1410_M1408,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.710526316,0,0,0,1,1,10,0.097013178,1.506570745,11.25627714,61.38870681
M1410_M1407_winter_2013_2014,M1410_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.269437729,0,0,0,1,1,10,0.106298473,1.5297486,11.30734104,61.37121199
M1409_M1407_winter_2013_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.276190476,0,0,0,1,1,10,0.103524804,1.529836051,11.30199475,61.37657963
M1409_M1410_rend_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.524590164,1,0,0,1,1,10,0.091197704,1.499170105,11.29841432,61.39464569
M1409_M1410_den_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.449511401,1,0,0,1,1,10,0.079969757,1.602732495,11.30675708,61.40450224
M1410_M1407_rend_2014,M1410_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.346559483,0,0,0,1,1,10,0.091147556,1.49967961,11.2873815,61.38177139
M1409_M1407_rend_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.353233831,0,0,0,1,1,10,0.090781545,1.500500127,11.29186601,61.38695504
M1410_M1407_den_2014,M1410_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.204081633,0,0,0,1,1,10,0.087579628,1.531883931,11.32494902,61.36901889
M1409_M1407_den_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.083333333,0,0,0,1,1,10,0.087376731,1.601835071,11.29931571,61.35872351
M0904_M0906_den_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.425925926,1,0,1,1,1,10,0.079800615,1.710503243,12.983773,61.4292045
M0904_M0906_rend_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.350877193,1,0,1,1,1,10,0.087092465,1.754744204,13.02374302,61.45905851
BCW1_BCW2_winter_2009_2010,BCW1_BCW2,Beaver_Creek,GW,wolf,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.932300054,0,0,1,1,1,10,0.000112677,2.373295837,-146.7747876,66.27150488
rw11693F_rw11698M_winter_2009_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.68570331,0,1,1,0,1,10,0.459745181,3.129911595,-76.6011784,35.58141682
rw11693F_rw11698M_den_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.432068543,1,1,1,0,1,10,0.41526567,3.159639485,-76.5882444,35.58089679
rw11693F_rw11698M_rend_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.263603975,1,1,1,0,1,10,0.439292575,3.264216185,-76.61102544,35.59168435
BW1201_BW1203_winter_2011_2012,BW1201_BW1203,East Fork,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.947906027,0,0,1,1,1,10,0.026942403,1.738082734,-149.1340249,63.77173517
W848_W956_winter_2017_2018,W848_W956,Price Creek,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.444444444,1,1,1,0,1,9,0.073365829,1.92987132,-90.63647258,45.73713802
W848_W943_winter_2017_2018,W848_W943,Price Creek,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.169811321,0,1,1,0,1,9,0.065307143,1.893958405,-90.63634875,45.74112469
W1404_W1443_winter_2015_2016,W1404_W1443,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.933388766,1,0,1,1,0,9,0.047062455,1.744727737,-109.2742536,33.83288218
W1562_W1563_winter_2016_2017,W1562_W1563,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.5,0,0,1,1,0,9,0.04530709,2.044983076,-109.2525024,33.78656637
W1488_W1489_den_2016,W1488_W1489,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.586236826,1,0,1,1,0,9,0.043472762,1.878862745,-109.3068888,33.8035079
ER_W_45_ER_W_51_winter_2018_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.665975104,1,1,1,1,1,9,0.005544254,2.450185483,-96.27181654,50.96871968
ER_W_45_ER_W_51_rend_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,rend,nw,0,1,0,0.162790698,1,1,1,1,1,9,0.007628561,2.143863633,-96.26456368,50.99886415
ER_W_45_ER_W_51_den_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,den,nw,1,0,0,0.434250765,1,1,1,1,1,9,0.006513507,2.31620156,-96.26721615,50.9801992
W604_W605_winter_2015_2016,W604_W605,Tathlina Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.744160178,0,0,1,1,1,9,7.32E-06,2.267853914,-117.5616347,60.37051914
W604_W605_rend_2016,W604_W605,Tathlina Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,rend,nw,0,1,0,0.22854726,1,0,1,1,1,9,9.87E-06,2.131554779,-117.5912142,60.40970715
W604_W605_den_2016,W604_W605,Tathlina Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.142638037,1,0,1,1,1,9,6.39E-07,2.239488879,-117.5941855,60.40866684
W110_W116_winter_2006_2007,W110_W116,Kakwa,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.535821343,1,1,1,1,1,9,0.032093109,2.245391447,-119.4498991,54.27092082
W110_W116_den_2007,W110_W116,Kakwa,GW,wolf,1,0,0,0,Alberta_W_above,den,nw,1,0,0,0.303137381,1,1,1,1,1,9,0.034961321,2.13524973,-119.5260977,54.22671041
BW1406_BW1601_winter_2015_2016,BW1406_BW1601,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.79245283,1,0,1,1,1,9,0.006149144,1.920737146,-149.3116155,63.70145518
BW1202_BW1601_winter_2015_2016,BW1202_BW1601,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.761904762,1,0,1,1,1,9,0.006256655,1.920794616,-149.3063935,63.70022992
BW1202_BW1406_winter_2015_2016,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.907949791,1,0,1,1,1,9,0.008738257,1.930020084,-149.2141856,63.66907462
W22758_W22762_winter_2016_2017,W22758_W22762,Chernobyl3,GW,wolf,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.515023566,1,0,1,1,1,9,0.331301497,2.241268174,29.69971728,51.65512739
W22758_W22762_rend_2017,W22758_W22762,Chernobyl3,GW,wolf,1,0,0,0,Chernobyl,rend,nw,0,1,0,0.203430172,1,0,1,1,1,9,0.388970337,2.264921858,29.74035286,51.62982773
W22758_W22762_den_2017,W22758_W22762,Chernobyl3,GW,wolf,1,0,0,0,Chernobyl,den,nw,1,0,0,0.118811881,1,0,1,1,1,9,0.398242179,2.293109788,29.74751493,51.61348724
W440m_W445_den_2015,W440m_W445,Axel Heiberg,GW,wolf,1,0,0,0,Ellesmere,den,nw,1,0,0,0.286604361,1,0,1,1,0,9,0.002370399,1.832009426,-87.9651011,79.82322068
V027_V028_winter_2014_2015,V027_V028,Moose River,GW,wolf,1,0,0,0,Minnesota_Voyageurs,winter,winter,0,0,1,0.771879484,0,0,1,0,1,8,0.012483111,2.373266811,-92.69978076,48.40228739
V027_V028_den_2015,V027_V028,Moose River,GW,wolf,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.225308038,1,0,1,0,1,8,0.007657384,2.438781042,-92.69806644,48.40028387
V055_V051_rend_2017,V055_V051,Sheep Ranch,GW,wolf,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.061728395,0,0,1,0,1,8,0.013947353,2.034264685,-92.82062544,48.31594895
V060_V062_rend_2018,V060_V062,Bowman Bay,GW,wolf,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.272585972,0,0,1,0,1,8,0.133904779,2.505898697,-93.03301626,48.41190828
M1402_M1403_winter_2013_2014,M1402_M1403,Tandsjon,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.197183099,0,0,1,1,1,8,0.047554272,1.677900809,14.25315754,61.71744009
M0903_M0902_winter_2008_2009,M0903_M0902,Galven,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.188392678,0,0,1,1,1,8,0.132190214,1.694840323,15.88998969,61.50664583
M0903_M0901_winter_2008_2009,M0903_M0901,Galven,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.245559236,0,0,1,1,1,8,0.133768704,1.699897974,15.9519368,61.50986016
M0902_M0901_winter_2008_2009,M0902_M0901,Galven,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.186649384,0,0,1,1,1,8,0.129671612,1.700615998,15.93671762,61.51305404
M0903_M0914_den_2009,M0903_M0914,Galven,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.692307692,1,0,1,1,1,8,0.128188686,1.806286636,16.15541008,61.5745606
M0903_M0914_rend_2009,M0903_M0914,Galven,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.405845946,1,0,1,1,1,8,0.144225931,1.925574813,16.11949406,61.55080192
W025_W026_winter_2008_2009,W025_W026,onion,GW,wolf,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.636363636,0,1,1,1,1,8,0.022564032,1.457360253,-120.9582749,54.79544969
BW1633_BW1634_winter_2016_2017,BW1633_BW1634,Shirley,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.381733021,0,0,1,0,1,8,0.008978013,2.106163549,-78.09172687,45.69650526
W1441_W1550_winter_2016_2017,W1441_W1550,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.690488173,0,0,1,1,0,8,0.041671537,2.174804806,-109.3105127,33.93998021
W1441_W1550_rend_2016,W1441_W1550,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.518394649,0,0,1,1,0,8,0.036978378,2.051706587,-109.3042749,33.90774778
w140014_w140015_winter_2014_2015,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.725826193,1,0,1,0,1,8,0.000667097,2.198206239,-103.6366568,56.50893674
w140014_w140015_winter_2013_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.897086502,0,0,1,0,1,8,0.000177084,2.243257046,-103.3628382,56.62764558
w140014_w140015_rend_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.205585543,1,0,1,0,1,8,0.000732693,2.056055113,-103.755942,56.46463054
w140014_w140015_den_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.189716565,1,0,1,0,1,8,0.001083371,2.065495449,-103.6657109,56.43787744
rw11749M_rw11750M_winter_2009_2010,rw11749M_rw11750M,Swindell,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.310948081,0,1,1,0,1,8,0.145195089,2.730068777,-76.35901727,35.46921379
K005_K009_winter_2000_2001,K005_K009,Cutbank,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.654012079,1,1,1,1,1,8,0.045189993,1.786551999,-118.8498062,54.12098604
K019_K021_winter_2000_2001,K019_K021,Cutbank,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.821782178,0,1,1,1,1,8,0.089462728,1.90296232,-119.1213078,54.4154676
w1128_w1329_winter_2007_2008,w1128_w1329,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.435849057,1,0,1,0,1,8,0.001940055,2.149056488,-106.5999795,53.69638056
w1128_w1329_winter_2006_2007,w1128_w1329,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.418207681,1,0,1,0,1,8,0.00062139,2.18334356,-106.5944561,53.70264431
w1128_w1329_rend_2007,w1128_w1329,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.255954631,1,0,1,0,1,8,0.00160521,2.101586443,-106.6206948,53.69257152
w1128_w1329_den_2007,w1128_w1329,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.26552795,1,0,1,0,1,8,0.003157569,2.292197157,-106.6108411,53.68921145
BW1302_BW1605_winter_2016_2017,BW1302_BW1605,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.853333333,1,0,1,1,1,8,0.000270728,2.057476886,-152.2112532,63.72004208
BW1702_BW1705_rend_2017,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.616666667,0,0,1,1,1,8,0.000716785,1.759155275,-149.5990788,63.94585245
BW1702_BW1705_den_2017,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.6,0,0,1,1,1,8,0.000345864,2.153711222,-149.6393389,63.95216296
M0109_M0110_winter_2003_2004,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.522678186,1,0,0,1,1,7,0.11932841,1.813114279,11.44178259,61.3373352
M1110_M1108_winter_2011_2012,M1110_M1108,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.361111111,0,0,0,1,1,7,0.118580396,1.59566664,12.47067606,60.51608629
M1108_M1111_winter_2011_2012,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.192307692,0,0,0,1,1,7,0.122662501,1.668128328,12.45625563,60.53288878
M1110_M1111_winter_2011_2012,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.232142857,0,0,0,1,1,7,0.129635279,1.670953227,12.47133105,60.51627797
M0109_M0110_rend_2003,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.373401535,1,0,0,1,1,7,0.102360289,1.943333775,11.44117427,61.39425125
M1110_M1111_rend_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.40991288,0,0,0,1,1,7,0.117904037,1.631394604,12.46923485,60.53747381
M1110_M1108_rend_2011,M1110_M1108,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.326160077,0,0,0,1,1,7,0.124364033,1.632616645,12.45617728,60.52473153
M1108_M1111_rend_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.322580645,0,0,0,1,1,7,0.116722422,1.632995665,12.48164,60.52665494
W923_W1444_winter_2015_2016,W923_W1444,Dark Canyon,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.736604543,0,0,1,1,0,7,0.038544306,2.21602141,-108.6876043,33.46541689
Mich01_Mich04_winter_2015_2016,Mich01_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.548468548,1,0,0,0,1,7,0.008709917,1.957577737,-85.77830409,47.73313174
Mich03_Mich04_winter_2015_2016,Mich03_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.569866557,1,0,0,0,1,7,0.008033214,1.958568364,-85.77781299,47.73318969
Mich02_Mich04_winter_2015_2016,Mich02_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.545125378,1,0,0,0,1,7,0.008032032,1.958576983,-85.77837439,47.73337898
Mich01_Mich03_winter_2015_2016,Mich01_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.859437513,1,0,0,0,1,7,0.007317807,1.962069139,-85.78413225,47.73690867
Mich02_Mich03_winter_2015_2016,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.818780728,1,0,0,0,1,7,0.007268129,1.962969941,-85.78572753,47.73648047
Mich01_Mich02_winter_2015_2016,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.82629502,1,0,0,0,1,7,0.006521276,1.96626498,-85.78536017,47.73997503
Mich01_Mich02_rend_2015,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.565985388,1,0,0,0,1,7,0.002101587,1.944899557,-85.78491527,47.74943226
Mich02_Mich03_rend_2015,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.617021277,1,0,0,0,1,7,0.001815992,1.95947423,-85.78931282,47.74803183
Mich01_Mich03_rend_2015,Mich01_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.622222222,1,0,0,0,1,7,0.000744519,1.961455346,-85.80592982,47.74773009
Mich02_Mich04_den_2016,Mich02_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.270157884,1,0,0,0,1,7,0.000926738,1.965402205,-85.77097919,47.74032253
Mich01_Mich04_den_2016,Mich01_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.255244755,1,0,0,0,1,7,0.000866812,1.9682568,-85.77544656,47.74209314
Mich03_Mich04_den_2016,Mich03_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.265644216,1,0,0,0,1,7,0.000812417,2.009156271,-85.78978021,47.74613593
Mich01_Mich02_den_2016,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.569023569,1,0,0,0,1,7,0.000353132,2.012129889,-85.78625216,47.74654977
Mich02_Mich03_den_2016,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.69140625,1,0,0,0,1,7,0.000305683,2.015039196,-85.80156582,47.74733125
Mich01_Mich03_den_2016,Mich01_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.599156118,1,0,0,0,1,7,0.000465078,2.017814923,-85.79312023,47.74959777
w7248_w7264_winter_2017_2018,w7248_w7264,PikeB,GW,wolf,1,0,0,0,Minnesota_N_central,winter,winter,0,0,1,0.74796748,1,0,1,0,1,7,0.04626501,2.046847518,-91.56946205,47.66463482
w7248_w7264_rend_2017,w7248_w7264,PikeB,GW,wolf,1,0,0,0,Minnesota_N_central,rend,nw,0,1,0,0.327868852,1,0,1,0,1,7,0.04175981,1.973483642,-91.54124514,47.66231299
rw11766M_rw11768F_winter_2009_2010,rw11766M_rw11768F,Kilkenny,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.227712137,0,1,1,0,1,7,0.327996492,2.760320161,-76.2683459,35.65673336
W32267_W32253_winter_2011_2012,W32267_W32253,South Athabasca,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.479498475,1,0,1,1,1,7,0.083556111,2.232459012,-111.6196779,56.65098069
BW1604_BW1802_winter_2017_2018,BW1604_BW1802,Eagle Gorge,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.786821705,1,0,1,1,1,7,0.00176289,1.342236369,-150.636668,63.52931547
BW1208_BW1405_den_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.428571429,1,0,1,1,1,7,0,1.557873588,-151.3301747,63.22909196
BW1208_BW1405_rend_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.613636364,1,0,1,1,1,7,0,1.65534488,-151.4001044,63.23311193
BW1302_BW1707_rend_2017,BW1302_BW1707,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.653846154,1,0,1,1,1,7,0.000712049,1.793420512,-152.1864929,63.70093662
BW1202_BW1406_den_2016,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.513513514,1,0,1,1,1,7,0.001586652,1.825231561,-149.3930761,63.63516026
